STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Location,PLASTICS_EOLFATETYPES,Plastic end of life fates,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,TOTAL,Total,2017,,11.242962,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,LIT,Littered,2017,,0.046399,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,TOTAL,Total,2017,,48.541291,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,LAN,Landfilled,2017,,8.518126,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,LIT,Littered,2017,,0.029432,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,INC,Incinerated,2017,,0.93125,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,LAN,Landfilled,2017,,1.840215,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,LIT,Littered,2017,,0.022881,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,MIS,Mismanaged,2017,,6.223548,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,INC,Incinerated,2017,,0.076591,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,LAN,Landfilled,2017,,18.915927,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,REC,Recycled,2017,,0.823244,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,MIS,Mismanaged,2017,,1.336966,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,TOTAL,Total,2017,,2.286959,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,LIT,Littered,2017,,0.107254,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,INC,Incinerated,2017,,7.809137,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,LIT,Littered,2017,,0.065998,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,MIS,Mismanaged,2017,,9.643507,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,REC,Recycled,2017,,1.101144,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,REC,Recycled,2017,,1.052668,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,MIS,Mismanaged,2017,,10.353667,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,LIT,Littered,2017,,0.006362,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,INC,Incinerated,2017,,20.62482,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,TOTAL,Total,2017,,1.693263,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,INC,Incinerated,2017,,0.06997,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,MIS,Mismanaged,2017,,7.712183,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,LIT,Littered,2017,,0.08877,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,TOTAL,Total,2017,,15.254011,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,LAN,Landfilled,2017,,4.54164,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,MIS,Mismanaged,2017,,2.259366,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,LAN,Landfilled,2017,,1.26665,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,REC,Recycled,2017,,0.708417,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,LIT,Littered,2017,,0.054119,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,REC,Recycled,2017,,1.762215,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,EU5,Other EU,INC,Incinerated,2017,,0.055754,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OE6,OECD Non-EU,LAN,Landfilled,2017,,9.404018,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,TOTAL,Total,2017,,15.087484,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,LAN,Landfilled,2017,,7.498078,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,REC,Recycled,2017,,1.259005,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,TOTAL,Total,2017,,15.60294,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,INC,Incinerated,2017,,0.193165,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,TOTAL,Total,2017,,18.127757,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,MIS,Mismanaged,2017,,6.342768,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAF,Other Africa,LIT,Littered,2017,,0.079093,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,ODA,Other non-OECD Asia,REC,Recycled,2017,,1.92939,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OAM,Other OECD America,TOTAL,Total,2017,,10.8869,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OPA,OECD Asia,MIS,Mismanaged,2017,,0.297112,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,REC,Recycled,2017,,6.487726,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,RAN,Other Eurasia,LAN,Landfilled,2017,,8.504143,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,OCE,OECD Oceania,LIT,Littered,2017,,0.00293,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,LAM,Latin America,LAN,Landfilled,2017,,8.510771,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,O22,OECD EU,MIS,Mismanaged,2017,,2.424047,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,MEN,Middle East & North Africa,REC,Recycled,2017,,0.817235,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,REC,Recycled,2017,,2.980488,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,INC,Incinerated,2017,,13.213204,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,LAN,Landfilled,2017,,51.174166,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,MIS,Mismanaged,2017,,2.703756,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,LIT,Littered,2017,,0.134351,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,USA1,United States,TOTAL,Total,2017,,70.205965,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,REC,Recycled,2017,,0.390651,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,INC,Incinerated,2017,,0.260052,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,LAN,Landfilled,2017,,5.265962,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,MIS,Mismanaged,2017,,0.47597,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,LIT,Littered,2017,,0.012348,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CAN1,Canada,TOTAL,Total,2017,,6.404984,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,REC,Recycled,2017,,7.363416,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,INC,Incinerated,2017,,14.093147,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,LAN,Landfilled,2017,,21.578175,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,MIS,Mismanaged,2017,,17.901154,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,LIT,Littered,2017,,0.22648,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,CHN1,China,TOTAL,Total,2017,,61.162372,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,REC,Recycled,2017,,2.039447,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,INC,Incinerated,2017,,0.629297,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,LAN,Landfilled,2017,,5.66324,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,MIS,Mismanaged,2017,,7.743059,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,LIT,Littered,2017,,0.088648,,A,,,,,,,
DATAFLOW,OECD:DF_PLASTIC_WASTE_5(1.0),Plastic waste by region and end-of-life fate,I,IND1,India,TOTAL,Total,2017,,16.163692,,A,,,,,,,
