,Entity,Code,Year,Variable,Value
0,Americas (excl. USA),AMERICAS,2000,Recycled,4.721963
1,Americas (excl. USA),AMERICAS,2001,Recycled,4.9725046
2,Americas (excl. USA),AMERICAS,2002,Recycled,5.22747
3,Americas (excl. USA),AMERICAS,2003,Recycled,5.4825106
4,Americas (excl. USA),AMERICAS,2004,Recycled,5.7400074
5,Americas (excl. USA),AMERICAS,2005,Recycled,5.9932656
6,Americas (excl. USA),AMERICAS,2006,Recycled,6.2488875
7,Americas (excl. USA),AMERICAS,2007,Recycled,6.5048146
8,Americas (excl. USA),AMERICAS,2008,Recycled,6.750381
9,Americas (excl. USA),AMERICAS,2009,Recycled,7.0017624
10,Americas (excl. USA),AMERICAS,2010,Recycled,7.2607164
11,Americas (excl. USA),AMERICAS,2011,Recycled,7.517997
12,Americas (excl. USA),AMERICAS,2012,Recycled,7.7693286
13,Americas (excl. USA),AMERICAS,2013,Recycled,8.0173
14,Americas (excl. USA),AMERICAS,2014,Recycled,8.261709
15,Americas (excl. USA),AMERICAS,2015,Recycled,8.545545
16,Americas (excl. USA),AMERICAS,2016,Recycled,8.805077
17,Americas (excl. USA),AMERICAS,2017,Recycled,9.050159
18,Americas (excl. USA),AMERICAS,2018,Recycled,9.3020315
19,Americas (excl. USA),AMERICAS,2019,Recycled,9.554245
20,Asia (excl. China and India),ASIA,2000,Recycled,3.826082
21,Asia (excl. China and India),ASIA,2001,Recycled,4.0782595
22,Asia (excl. China and India),ASIA,2002,Recycled,4.3347645
23,Asia (excl. China and India),ASIA,2003,Recycled,4.5875983
24,Asia (excl. China and India),ASIA,2004,Recycled,4.8415866
25,Asia (excl. China and India),ASIA,2005,Recycled,5.084951
26,Asia (excl. China and India),ASIA,2006,Recycled,5.3303037
27,Asia (excl. China and India),ASIA,2007,Recycled,5.573142
28,Asia (excl. China and India),ASIA,2008,Recycled,5.789884
29,Asia (excl. China and India),ASIA,2009,Recycled,6.0158916
30,Asia (excl. China and India),ASIA,2010,Recycled,6.261683
31,Asia (excl. China and India),ASIA,2011,Recycled,6.5045176
32,Asia (excl. China and India),ASIA,2012,Recycled,6.7315044
33,Asia (excl. China and India),ASIA,2013,Recycled,6.9581046
34,Asia (excl. China and India),ASIA,2014,Recycled,7.181574
35,Asia (excl. China and India),ASIA,2015,Recycled,7.4340363
36,Asia (excl. China and India),ASIA,2016,Recycled,7.6610985
37,Asia (excl. China and India),ASIA,2017,Recycled,7.8878145
38,Asia (excl. China and India),ASIA,2018,Recycled,8.143374
39,Asia (excl. China and India),ASIA,2019,Recycled,8.351267
40,China,CHN,2000,Recycled,4.7811875
41,China,CHN,2001,Recycled,5.210237
42,China,CHN,2002,Recycled,5.6417065
43,China,CHN,2003,Recycled,6.072641
44,China,CHN,2004,Recycled,6.505385
45,China,CHN,2005,Recycled,6.9324255
46,China,CHN,2006,Recycled,7.361401
47,China,CHN,2007,Recycled,7.7904778
48,China,CHN,2008,Recycled,8.205644
49,China,CHN,2009,Recycled,8.62724
50,China,CHN,2010,Recycled,9.063556
51,China,CHN,2011,Recycled,9.495494
52,China,CHN,2012,Recycled,9.926935
53,China,CHN,2013,Recycled,10.358366
54,China,CHN,2014,Recycled,10.742684
55,China,CHN,2015,Recycled,11.2197
56,China,CHN,2016,Recycled,11.647163
57,China,CHN,2017,Recycled,12.039127
58,China,CHN,2018,Recycled,12.4892435
59,China,CHN,2019,Recycled,12.801141
60,Europe,EUR,2000,Recycled,4.4350724
61,Europe,EUR,2001,Recycled,4.8575726
62,Europe,EUR,2002,Recycled,5.2840734
63,Europe,EUR,2003,Recycled,5.7134585
64,Europe,EUR,2004,Recycled,6.1474333
65,Europe,EUR,2005,Recycled,6.5762663
66,Europe,EUR,2006,Recycled,7.005127
67,Europe,EUR,2007,Recycled,7.4335413
68,Europe,EUR,2008,Recycled,7.8578277
69,Europe,EUR,2009,Recycled,8.282662
70,Europe,EUR,2010,Recycled,8.717985
71,Europe,EUR,2011,Recycled,9.1653
72,Europe,EUR,2012,Recycled,9.597319
73,Europe,EUR,2013,Recycled,10.011501
74,Europe,EUR,2014,Recycled,10.433878
75,Europe,EUR,2015,Recycled,10.883846
76,Europe,EUR,2016,Recycled,11.286401
77,Europe,EUR,2017,Recycled,11.679832
78,Europe,EUR,2018,Recycled,12.079297
79,Europe,EUR,2019,Recycled,12.384406
80,India,IND,2000,Recycled,5.072351
81,India,IND,2001,Recycled,5.5181284
82,India,IND,2002,Recycled,5.967143
83,India,IND,2003,Recycled,6.414317
84,India,IND,2004,Recycled,6.862617
85,India,IND,2005,Recycled,7.3041263
86,India,IND,2006,Recycled,7.7485833
87,India,IND,2007,Recycled,8.192793
88,India,IND,2008,Recycled,8.615771
89,India,IND,2009,Recycled,9.048954
90,India,IND,2010,Recycled,9.512734
91,India,IND,2011,Recycled,9.96875
92,India,IND,2012,Recycled,10.419898
93,India,IND,2013,Recycled,10.86092
94,India,IND,2014,Recycled,11.294253
95,India,IND,2015,Recycled,11.762998
96,India,IND,2016,Recycled,12.197806
97,India,IND,2017,Recycled,12.617458
98,India,IND,2018,Recycled,13.01899
99,India,IND,2019,Recycled,13.333093
100,Middle East & North Africa,MENA,2000,Recycled,2.8385525
101,Middle East & North Africa,MENA,2001,Recycled,2.9783854
102,Middle East & North Africa,MENA,2002,Recycled,3.120995
103,Middle East & North Africa,MENA,2003,Recycled,3.2624445
104,Middle East & North Africa,MENA,2004,Recycled,3.4045367
105,Middle East & North Africa,MENA,2005,Recycled,3.5428393
106,Middle East & North Africa,MENA,2006,Recycled,3.6822584
107,Middle East & North Africa,MENA,2007,Recycled,3.8210428
108,Middle East & North Africa,MENA,2008,Recycled,3.950186
109,Middle East & North Africa,MENA,2009,Recycled,4.083425
110,Middle East & North Africa,MENA,2010,Recycled,4.2234116
111,Middle East & North Africa,MENA,2011,Recycled,4.3600283
112,Middle East & North Africa,MENA,2012,Recycled,4.493245
113,Middle East & North Africa,MENA,2013,Recycled,4.6259875
114,Middle East & North Africa,MENA,2014,Recycled,4.758251
115,Middle East & North Africa,MENA,2015,Recycled,4.9017944
116,Middle East & North Africa,MENA,2016,Recycled,5.042626
117,Middle East & North Africa,MENA,2017,Recycled,5.1716475
118,Middle East & North Africa,MENA,2018,Recycled,5.3062506
119,Middle East & North Africa,MENA,2019,Recycled,5.4478326
120,Oceania,OCN,2000,Recycled,3.8013997
121,Oceania,OCN,2001,Recycled,3.9639761
122,Oceania,OCN,2002,Recycled,4.1322722
123,Oceania,OCN,2003,Recycled,4.2974424
124,Oceania,OCN,2004,Recycled,4.4636645
125,Oceania,OCN,2005,Recycled,4.620853
126,Oceania,OCN,2006,Recycled,4.781365
127,Oceania,OCN,2007,Recycled,4.940778
128,Oceania,OCN,2008,Recycled,5.0769835
129,Oceania,OCN,2009,Recycled,5.225511
130,Oceania,OCN,2010,Recycled,5.391036
131,Oceania,OCN,2011,Recycled,5.549219
132,Oceania,OCN,2012,Recycled,5.7029896
133,Oceania,OCN,2013,Recycled,5.8584156
134,Oceania,OCN,2014,Recycled,6.0145235
135,Oceania,OCN,2015,Recycled,6.195937
136,Oceania,OCN,2016,Recycled,6.3603725
137,Oceania,OCN,2017,Recycled,6.5187745
138,Oceania,OCN,2018,Recycled,6.6881332
139,Oceania,OCN,2019,Recycled,6.8709826
140,Sub-Saharan Africa,,2000,Recycled,3.0122259
141,Sub-Saharan Africa,,2001,Recycled,3.1577353
142,Sub-Saharan Africa,,2002,Recycled,3.3036993
143,Sub-Saharan Africa,,2003,Recycled,3.4496167
144,Sub-Saharan Africa,,2004,Recycled,3.5955374
145,Sub-Saharan Africa,,2005,Recycled,3.7399182
146,Sub-Saharan Africa,,2006,Recycled,3.8841133
147,Sub-Saharan Africa,,2007,Recycled,4.0282083
148,Sub-Saharan Africa,,2008,Recycled,4.1703157
149,Sub-Saharan Africa,,2009,Recycled,4.3130527
150,Sub-Saharan Africa,,2010,Recycled,4.4576178
151,Sub-Saharan Africa,,2011,Recycled,4.601472
152,Sub-Saharan Africa,,2012,Recycled,4.742198
153,Sub-Saharan Africa,,2013,Recycled,4.880434
154,Sub-Saharan Africa,,2014,Recycled,5.020707
155,Sub-Saharan Africa,,2015,Recycled,5.169435
156,Sub-Saharan Africa,,2016,Recycled,5.3148503
157,Sub-Saharan Africa,,2017,Recycled,5.4564695
158,Sub-Saharan Africa,,2018,Recycled,5.595348
159,Sub-Saharan Africa,,2019,Recycled,5.719333
160,United States,USA,2000,Recycled,2.3450744
161,United States,USA,2001,Recycled,2.4553702
162,United States,USA,2002,Recycled,2.5685005
163,United States,USA,2003,Recycled,2.6816757
164,United States,USA,2004,Recycled,2.797141
165,United States,USA,2005,Recycled,2.9077706
166,United States,USA,2006,Recycled,3.0194216
167,United States,USA,2007,Recycled,3.1306255
168,United States,USA,2008,Recycled,3.2331533
169,United States,USA,2009,Recycled,3.3390625
170,United States,USA,2010,Recycled,3.4539638
171,United States,USA,2011,Recycled,3.571022
172,United States,USA,2012,Recycled,3.6815884
173,United States,USA,2013,Recycled,3.7851892
174,United States,USA,2014,Recycled,3.8899853
175,United States,USA,2015,Recycled,4.0129786
176,United States,USA,2016,Recycled,4.1291475
177,United States,USA,2017,Recycled,4.245349
178,United States,USA,2018,Recycled,4.3634415
179,United States,USA,2019,Recycled,4.4888835
180,World,OWID_WRL,2000,Recycled,3.7033865
181,World,OWID_WRL,2001,Recycled,3.9859352
182,World,OWID_WRL,2002,Recycled,4.2745633
183,World,OWID_WRL,2003,Recycled,4.564884
184,World,OWID_WRL,2004,Recycled,4.8600082
185,World,OWID_WRL,2005,Recycled,5.150596
186,World,OWID_WRL,2006,Recycled,5.4449744
187,World,OWID_WRL,2007,Recycled,5.740547
188,World,OWID_WRL,2008,Recycled,6.0234685
189,World,OWID_WRL,2009,Recycled,6.314106
190,World,OWID_WRL,2010,Recycled,6.6227803
191,World,OWID_WRL,2011,Recycled,6.935222
192,World,OWID_WRL,2012,Recycled,7.238834
193,World,OWID_WRL,2013,Recycled,7.5376887
194,World,OWID_WRL,2014,Recycled,7.836343
195,World,OWID_WRL,2015,Recycled,8.164696
196,World,OWID_WRL,2016,Recycled,8.450203
197,World,OWID_WRL,2017,Recycled,8.747166
198,World,OWID_WRL,2018,Recycled,9.036769
199,World,OWID_WRL,2019,Recycled,9.292344
200,Americas (excl. USA),AMERICAS,2000,Incinerated,1.2200574
201,Americas (excl. USA),AMERICAS,2001,Incinerated,1.2086724
202,Americas (excl. USA),AMERICAS,2002,Incinerated,1.1975662
203,Americas (excl. USA),AMERICAS,2003,Incinerated,1.186352
204,Americas (excl. USA),AMERICAS,2004,Incinerated,1.1752826
205,Americas (excl. USA),AMERICAS,2005,Incinerated,1.1643187
206,Americas (excl. USA),AMERICAS,2006,Incinerated,1.1536299
207,Americas (excl. USA),AMERICAS,2007,Incinerated,1.1429298
208,Americas (excl. USA),AMERICAS,2008,Incinerated,1.131332
209,Americas (excl. USA),AMERICAS,2009,Incinerated,1.1201167
210,Americas (excl. USA),AMERICAS,2010,Incinerated,1.1110171
211,Americas (excl. USA),AMERICAS,2011,Incinerated,1.1020877
212,Americas (excl. USA),AMERICAS,2012,Incinerated,1.0941856
213,Americas (excl. USA),AMERICAS,2013,Incinerated,1.0871824
214,Americas (excl. USA),AMERICAS,2014,Incinerated,1.0832841
215,Americas (excl. USA),AMERICAS,2015,Incinerated,1.0632468
216,Americas (excl. USA),AMERICAS,2016,Incinerated,1.0594409
217,Americas (excl. USA),AMERICAS,2017,Incinerated,1.0606065
218,Americas (excl. USA),AMERICAS,2018,Incinerated,1.0537329
219,Americas (excl. USA),AMERICAS,2019,Incinerated,1.1592599
220,Asia (excl. China and India),ASIA,2000,Incinerated,10.439383
221,Asia (excl. China and India),ASIA,2001,Incinerated,10.978967
222,Asia (excl. China and India),ASIA,2002,Incinerated,11.516974
223,Asia (excl. China and India),ASIA,2003,Incinerated,12.036433
224,Asia (excl. China and India),ASIA,2004,Incinerated,12.546595
225,Asia (excl. China and India),ASIA,2005,Incinerated,13.035167
226,Asia (excl. China and India),ASIA,2006,Incinerated,13.520215
227,Asia (excl. China and India),ASIA,2007,Incinerated,13.991865
228,Asia (excl. China and India),ASIA,2008,Incinerated,14.406245
229,Asia (excl. China and India),ASIA,2009,Incinerated,14.830825
230,Asia (excl. China and India),ASIA,2010,Incinerated,15.259307
231,Asia (excl. China and India),ASIA,2011,Incinerated,15.73903
232,Asia (excl. China and India),ASIA,2012,Incinerated,16.145636
233,Asia (excl. China and India),ASIA,2013,Incinerated,16.596796
234,Asia (excl. China and India),ASIA,2014,Incinerated,16.968782
235,Asia (excl. China and India),ASIA,2015,Incinerated,17.335096
236,Asia (excl. China and India),ASIA,2016,Incinerated,17.633564
237,Asia (excl. China and India),ASIA,2017,Incinerated,17.935816
238,Asia (excl. China and India),ASIA,2018,Incinerated,18.534632
239,Asia (excl. China and India),ASIA,2019,Incinerated,18.513683
240,China,CHN,2000,Incinerated,8.821573
241,China,CHN,2001,Incinerated,9.609698
242,China,CHN,2002,Incinerated,10.40487
243,China,CHN,2003,Incinerated,11.204407
244,China,CHN,2004,Incinerated,12.010196
245,China,CHN,2005,Incinerated,12.820912
246,China,CHN,2006,Incinerated,13.638992
247,China,CHN,2007,Incinerated,14.462738
248,China,CHN,2008,Incinerated,15.287558
249,China,CHN,2009,Incinerated,16.121347
250,China,CHN,2010,Incinerated,16.963223
251,China,CHN,2011,Incinerated,17.809065
252,China,CHN,2012,Incinerated,18.663284
253,China,CHN,2013,Incinerated,19.526173
254,China,CHN,2014,Incinerated,20.402582
255,China,CHN,2015,Incinerated,21.266891
256,China,CHN,2016,Incinerated,22.14718
257,China,CHN,2017,Incinerated,23.042185
258,China,CHN,2018,Incinerated,23.932241
259,China,CHN,2019,Incinerated,23.762764
260,Europe,EUR,2000,Incinerated,14.542094
261,Europe,EUR,2001,Incinerated,15.765711
262,Europe,EUR,2002,Incinerated,17.000341
263,Europe,EUR,2003,Incinerated,18.240553
264,Europe,EUR,2004,Incinerated,19.489176
265,Europe,EUR,2005,Incinerated,20.743938
266,Europe,EUR,2006,Incinerated,22.00949
267,Europe,EUR,2007,Incinerated,23.282541
268,Europe,EUR,2008,Incinerated,24.552296
269,Europe,EUR,2009,Incinerated,25.83552
270,Europe,EUR,2010,Incinerated,27.131308
271,Europe,EUR,2011,Incinerated,28.428936
272,Europe,EUR,2012,Incinerated,29.726814
273,Europe,EUR,2013,Incinerated,31.043758
274,Europe,EUR,2014,Incinerated,32.365795
275,Europe,EUR,2015,Incinerated,33.69418
276,Europe,EUR,2016,Incinerated,35.048588
277,Europe,EUR,2017,Incinerated,36.413742
278,Europe,EUR,2018,Incinerated,37.823994
279,Europe,EUR,2019,Incinerated,37.74739
280,India,IND,2000,Incinerated,1.6886452
281,India,IND,2001,Incinerated,1.8104163
282,India,IND,2002,Incinerated,1.9341495
283,India,IND,2003,Incinerated,2.058212
284,India,IND,2004,Incinerated,2.1836534
285,India,IND,2005,Incinerated,2.3092675
286,India,IND,2006,Incinerated,2.4366627
287,India,IND,2007,Incinerated,2.5648549
288,India,IND,2008,Incinerated,2.6906817
289,India,IND,2009,Incinerated,2.819237
290,India,IND,2010,Incinerated,2.9519951
