objectid,oceans,measurement,lat,long,year
21664,Pacific Ocean,1800.0,21.767638,108.537006,2017
9095,Atlantic Ocean,0.006,21.31,-28.02,2014
13672,Atlantic Ocean,0.0,16.726333,-27.050333,2018
14597,Atlantic Ocean,1.0,12.751589,-22.485699,2015
10091,Pacific Ocean,75.0,19.3505,120.8961,2018
11537,Atlantic Ocean,0.732867,-24.9143,-8.2032,2011
13529,Indian Ocean,0.119995,-25.930833,32.781833,2018
12035,Indian Ocean,0.007461,-15.5085,141.0408,2012
10234,Pacific Ocean,0.015428,-21.29425,173.55563,2012
13578,Atlantic Ocean,0.038661,1.0645,-10.585833,2019
11371,Indian Ocean,0.119284,6.539833,93.637833,2013
14691,Arctic Ocean,0.953592,76.168817,88.949717,2019
14242,Atlantic Ocean,0.008901,60.8605,-0.762333,2019
14027,Atlantic Ocean,0.0,57.724667,-2.358,2014
14076,Atlantic Ocean,0.057847,55.530167,-6.505833,2016
14193,Atlantic Ocean,0.170799,55.970333,-4.8105,2018
8740,Atlantic Ocean,0.006,66.1741,-23.2302,2014
14525,Arctic Ocean,0.0,80.1349,6.14062,2016
14574,Atlantic Ocean,1.0,37.997997,-12.218874,2015
10873,Atlantic Ocean,3.036667,39.651,20.032,2015
21687,Pacific Ocean,1.5,30.45,121.32,2020
13031,Pacific Ocean,2079.0,21.831646,113.6262,2018
9736,Atlantic Ocean,0.004,37.6317,-76.4366,2015
11869,Atlantic Ocean,0.150579,28.3091,-37.4031,2013
9072,Atlantic Ocean,0.016,21.7247,-27.0357,2014
14740,Indian Ocean,0.895833,22.378371,91.880612,2019
22185,Atlantic Ocean,1000.0,27.5737,-82.6868,2016
9238,Atlantic Ocean,0.004,16.1198,-53.8882,2014
22234,Atlantic Ocean,4.4,27.8524,-82.4093,2016
12129,Pacific Ocean,0.245825,-30.9504,-95.3477,2011
9805,Pacific Ocean,0.004,-2.52,-94.4,2016
13460,Pacific Ocean,0.0,-2.364333,150.269833,2017
21879,Indian Ocean,0.0633,8.857922,78.167117,2021
11136,Atlantic Ocean,0.426723,43.4446,8.0662,2014
13386,Atlantic Ocean,0.582043,43.023,6.280833,2016
14050,Atlantic Ocean,0.026583,57.710667,-6.199167,2015
14382,Atlantic Ocean,0.048123,57.900667,-5.845167,2022
14219,Atlantic Ocean,0.323111,56.129667,-4.897333,2018
13223,Atlantic Ocean,0.323625,39.595,-13.568333,2014
21452,Atlantic Ocean,0.017663,41.168333,9.63,2018
10804,Atlantic Ocean,1.319333,41.397303,2.21315,2021
11726,Pacific Ocean,0.023471,32.8112,156.4986,2012
10140,Atlantic Ocean,7.0,45.9863,-6.7093,2018
8809,Atlantic Ocean,0.007,32.303,-64.7397,2014
9473,Atlantic Ocean,0.003,32.6833,-62.5167,2015
9144,Atlantic Ocean,0.054,21.3517,-32.5617,2014
11465,Atlantic Ocean,0.376668,28.907,-51.8931,2010
22042,Atlantic Ocean,4000.0,27.9185,-82.5379,2016
9215,Atlantic Ocean,0.178,16.5,-38.2522,2014
10163,Indian Ocean,0.011847,-39.0414,142.41875,2011
21475,Pacific Ocean,0.07214,-20.238367,148.8917,2020
10114,Atlantic Ocean,26.0,-3.1023,-35.6709,2018
13409,Pacific Ocean,0.044853,-9.232,159.707667,2017
11110,Atlantic Ocean,1.69186,44.38,8.9306,2013
12204,Atlantic Ocean,0.508715,42.661667,27.775833,2017
14405,Atlantic Ocean,0.0,58.281333,-3.1475,2022
11159,Atlantic Ocean,0.994082,38.1824,20.8171,2014
13815,Atlantic Ocean,0.666638,41.989333,7.451333,2021
10446,Atlantic Ocean,16.963109,39.80334,4.607777,2013
21524,Pacific Ocean,0.166444,32.666667,133.678333,2014
9450,Atlantic Ocean,0.001,46.23,-63.1456,2015
13151,Atlantic Ocean,0.809166,32.81,-27.253333,2013
13741,Atlantic Ocean,0.048335,38.743167,-9.091667,2020
13200,Atlantic Ocean,0.103245,35.0555,-7.661,2014
13864,Atlantic Ocean,0.109957,36.960333,15.4725,2021
22065,Atlantic Ocean,0.0,27.9456,-82.6943,2016
9499,Atlantic Ocean,0.018,14.4813,-58.0162,2014
11920,Indian Ocean,0.011654,-37.8855,139.8236,2011
13266,Pacific Ocean,0.007542,-34.0,-78.191667,2016
13509,Indian Ocean,0.005523,-15.768333,54.241667,2018
12086,Indian Ocean,0.009196,-14.2834,124.7901,2013
9430,Indian Ocean,0.0,-9.7299,46.5007,2015
9922,Pacific Ocean,0.0,4.369,-84.8008,2016
13343,Atlantic Ocean,0.416385,43.079833,6.26915,2016
13337,Atlantic Ocean,0.977112,43.0325,6.252,2015
14001,Atlantic Ocean,0.026032,55.446167,-4.9365,2014
14007,Atlantic Ocean,0.0,55.537167,-4.859167,2014
11422,Pacific Ocean,0.01461,-26.47547,-105.36776,2015
11179,Atlantic Ocean,0.124855,34.7917,31.5748,2014
21501,Pacific Ocean,0.0395,33.006667,134.506667,2014
11843,Atlantic Ocean,0.09958,43.0098,4.3971,2010
13764,Atlantic Ocean,0.137618,41.0245,17.374167,2021
11345,Atlantic Ocean,1.003069,36.716517,2.788723,2018
13100,Atlantic Ocean,0.305976,41.6075,7.4315,2012
13835,Atlantic Ocean,1.277268,28.615167,-72.5195,2021
22165,Atlantic Ocean,0.0,27.7084,-82.6092,2016
9258,Atlantic Ocean,0.0,15.6498,-51.0078,2014
8766,Atlantic Ocean,0.015,28.57,-77.2783,2014
9756,Atlantic Ocean,0.0,18.2893,-64.277,2016
9264,Atlantic Ocean,0.025,15.4657,-54.9102,2014
21922,Indian Ocean,1.1,8.634072,78.117547,2021
11351,Indian Ocean,0.013668,5.8815,84.9375,2013
11943,Pacific Ocean,0.019631,-41.8728,148.5091,2012
11494,Atlantic Ocean,0.029624,-26.7957,-29.097,2010
11992,Pacific Ocean,0.0,-23.7533,170.5329,2012
11986,Pacific Ocean,0.011834,-21.2832,173.5759,2012
14617,Atlantic Ocean,0.5,-7.309898,-4.062083,2015
9828,Pacific Ocean,0.001,-0.898,-89.6147,2016
13984,Atlantic Ocean,0.043242,58.456833,-5.9115,2014
14150,Atlantic Ocean,0.0,57.371,-7.766167,2018
14648,Arctic Ocean,0.522648,74.416667,81.690194,2019
10830,Atlantic Ocean,2.977333,41.849824,3.147244,2021
10781,Atlantic Ocean,2.480667,41.403637,2.2193,2020
11279,Atlantic Ocean,0.04557,43.2654,5.3486,2018
11820,Atlantic Ocean,0.670899,42.9838,9.3248,2010
11328,Atlantic Ocean,0.757046,36.731746,2.773019,2018
8789,Atlantic Ocean,0.013,22.3494,-63.5046,2014
11445,Atlantic Ocean,0.025173,24.7657,-62.7221,2010
11322,Pacific Ocean,57665.0,14.74835,120.91051,2019
13486,Pacific Ocean,0.143475,9.929833,125.179167,2018
22142,Atlantic Ocean,0.0,27.729,-82.4987,2017
9281,Atlantic Ocean,0.002,14.7917,-55.6639,2014
9330,Atlantic Ocean,0.0,15.1785,-53.7555,2014
9287,Atlantic Ocean,0.001,14.9766,-50.5562,2014
9164,Atlantic Ocean,0.006,14.3039,-59.8393,2014
9115,Atlantic Ocean,0.011,18.2429,-29.1413,2014
10048,Pacific Ocean,0.003,-55.7586,-67.4849,2017
11963,Pacific Ocean,0.263013,-28.3396,153.9234,2012
11471,Atlantic Ocean,0.065742,-23.729,-37.4867,2010
21950,Atlantic Ocean,1.19,17.94925,-76.82475,2017
14127,Atlantic Ocean,0.0,56.011833,-3.099,2017
13884,Arctic Ocean,0.03628,75.698167,-65.011333,2021
14548,Arctic Ocean,42.0,88.06206,80.27812,2016
12135,Pacific Ocean,0.559632,-29.1922,-100.739,2011
13217,Atlantic Ocean,0.199134,39.64,-18.155,2014
11302,Atlantic Ocean,0.209184,43.210898,5.406395,2019
11130,Atlantic Ocean,0.282401,43.6134,7.7151,2014
14056,Atlantic Ocean,0.0,58.475,-3.000333,2015
11892,Atlantic Ocean,6.457159,28.33,-44.9782,2013
9138,Atlantic Ocean,0.006,20.6,-33.5167,2014
9479,Atlantic Ocean,0.037,24.6667,-17.7,2014
9381,Indian Ocean,0.005,27.7306,34.1927,2015
14717,Indian Ocean,0.3375,21.5125,91.987222,2019
9307,Atlantic Ocean,0.023,14.3023,-58.7245,2014
21873,Indian Ocean,0.0133,9.0765,78.3651,2021
22048,Atlantic Ocean,0.0,27.9185,-82.5379,2017
8717,Pacific Ocean,0.006,11.4717,-86.1314,2014
9948,Indian Ocean,0.0,-33.894,121.8233,2016
10071,Atlantic Ocean,16.0,-3.7023,-30.0677,2017
13907,Atlantic Ocean,2674.666667,3.153125,-48.961831,2018
12112,Indian Ocean,0.030541,6.9277,95.3367,2013
21899,Indian Ocean,1.02,8.816639,78.166639,2021
21432,Atlantic Ocean,0.876588,44.113,9.68065,2019
13366,Arctic Ocean,0.0,74.647833,-92.948333,2016
13243,Atlantic Ocean,2.670203,40.988333,2.831667,2014
13317,Atlantic Ocean,0.200583,42.8535,5.916167,2015
13194,Atlantic Ocean,0.690494,37.524483,-0.7165,2014
13858,Atlantic Ocean,0.416761,36.3635,-4.835833,2021
11153,Atlantic Ocean,2.762513,38.4763,15.0934,2014
11202,Atlantic Ocean,0.299882,37.7341,3.8056,2014
10120,Atlantic Ocean,36.0,40.3786,-71.1533,2018
9997,Pacific Ocean,0.0,27.0603,142.1949,2016
9407,Atlantic Ocean,0.002,16.7997,-87.8579,2015
12006,Pacific Ocean,0.0,-35.6732,155.0482,2012
11757,Pacific Ocean,0.007571,-32.9105,-84.4851,2011
11508,Atlantic Ocean,1.03176,-34.333,-15.9772,2010
13927,Atlantic Ocean,1710.0,0.019161,-47.805692,2018
14176,Atlantic Ocean,0.005593,57.172,-1.823333,2018
11259,Atlantic Ocean,0.557809,44.29785,9.149569,2018
9350,Atlantic Ocean,0.0,57.6858,-2.0011,2015
13678,Atlantic Ocean,0.058058,39.133667,-30.372,2019
13180,Atlantic Ocean,1.092936,38.418333,2.066667,2013
10761,Atlantic Ocean,0.399333,41.175724,1.526081,2021
11010,Atlantic Ocean,0.796266,31.8705,34.6625,2013
21587,Pacific Ocean,0.0409,30.498333,136.006667,2014
9101,Atlantic Ocean,0.021,20.9097,-35.0307,2014
9848,Atlantic Ocean,0.068,26.3583,-78.4833,2016
22085,Atlantic Ocean,4000.0,27.9237,-82.4807,2017
8709,Southern Ocean,0.002,-62.4113,-59.7428,2013
8697,Pacific Ocean,0.01,-54.941,-69.157,2013
11912,Indian Ocean,0.213438,-43.57,145.7886,2011
11900,Pacific Ocean,0.008648,-39.3162,163.5735,2011
10369,Atlantic Ocean,0.007988,-34.678741,17.230938,2017
13572,Atlantic Ocean,0.07533,-30.934833,14.513833,2019
14070,Atlantic Ocean,0.099199,56.984833,-6.517333,2016
14697,Arctic Ocean,0.27465,69.821667,50.714167,2019
11402,Pacific Ocean,0.02852,-26.99475,-104.54404,2015
10867,Atlantic Ocean,0.576667,39.286,19.847,2015
13535,Atlantic Ocean,0.174134,41.5305,5.151183,2018
9693,Atlantic Ocean,0.01,51.4031,-30.1821,2015
14568,Atlantic Ocean,1.0,44.54368,-7.205424,2015
9742,Atlantic Ocean,0.008,38.1414,-76.6133,2015
11863,Atlantic Ocean,0.367589,33.4238,-35.0883,2013
21681,Pacific Ocean,9.6,30.4,121.04,2020
21693,Pacific Ocean,3.284107,30.8,121.76,2020
13074,Pacific Ocean,1848.0,21.488767,112.531166,2018
13025,Pacific Ocean,667.0,21.748931,113.463595,2018
13037,Pacific Ocean,693.0,21.583214,112.487407,2018
22179,Atlantic Ocean,1000.0,27.6081,-82.5712,2017
22228,Atlantic Ocean,2.3,27.9528,-82.6416,2016
22191,Atlantic Ocean,1000.0,27.5737,-82.6868,2017
9244,Atlantic Ocean,0.009,17.0717,-53.8258,2014
9207,Atlantic Ocean,0.022,18.3043,-45.5097,2014
9195,Atlantic Ocean,0.012,19.0,-43.95,2014
13523,Indian Ocean,0.014463,-22.343,43.058,2018
10240,Pacific Ocean,0.0,-23.7659,170.5155,2012
11365,Indian Ocean,0.142389,6.534833,91.068167,2013
8746,Atlantic Ocean,0.0,17.4983,-87.8358,2014
13629,Atlantic Ocean,0.687988,-32.795,-32.393333,2019
10383,Atlantic Ocean,0.006382,-35.25027,13.067,2017
12055,Indian Ocean,0.062267,-20.0612,116.3759,2012
10226,Pacific Ocean,0.575242,-18.56495,176.50677,2012
10973,Arctic Ocean,0.0,74.17167,81.1872,2019
14554,Arctic Ocean,21.0,88.04016,10.04138,2016
13878,Atlantic Ocean,0.649773,64.328167,-22.139667,2021
13964,Atlantic Ocean,0.023639,60.387167,-1.923,2014
14305,Atlantic Ocean,0.009605,57.965833,-5.779833,2020
14711,Atlantic Ocean,0.082305,40.038611,17.975556,2021
11308,Atlantic Ocean,3.378668,33.919014,10.128889,2019
13715,Atlantic Ocean,0.050022,37.061167,12.1335,2020
11222,Atlantic Ocean,0.099286,41.0169,11.5414,2014
11059,Atlantic Ocean,2.132038,31.7495,34.5525,2014
21538,Pacific Ocean,0.008854,34.501667,139.01,2014
22285,Atlantic Ocean,0.182944,38.5197,-8.89348,2018
9387,Atlantic Ocean,0.02,28.3556,-13.8777,2015
9550,Atlantic Ocean,0.003,15.88,-53.5628,2014
9301,Atlantic Ocean,0.071,14.5411,-51.9311,2014
9991,Southern Ocean,0.013,-64.8147,-63.5095,2016
10040,Pacific Ocean,0.004,-53.8642,-72.1865,2017
10028,Atlantic Ocean,0.001,-37.4152,-12.4744,2017
21930,Indian Ocean,0.107,8.493267,78.127822,2021
21893,Indian Ocean,0.24,8.816639,78.166639,2021
14319,Atlantic Ocean,0.031503,56.068667,-2.299333,2020
13274,Pacific Ocean,0.160535,-26.642333,-106.676667,2016
13237,Atlantic Ocean,0.110063,36.536667,-1.026667,2014
14368,Atlantic Ocean,0.0,57.767333,-2.150667,2021
14356,Atlantic Ocean,0.046953,56.166333,-6.064333,2021
13323,Atlantic Ocean,0.12053,40.514333,-8.858333,2015
12241,Pacific Ocean,0.15,20.99,170.02,2019
8909,Atlantic Ocean,0.003,24.3061,-18.1438,2014
8995,Atlantic Ocean,0.019,26.3433,-20.9633,2014
8958,Atlantic Ocean,0.021,27.3182,-16.0608,2014
8946,Atlantic Ocean,0.033,16.3997,-28.7435,2014
21942,Atlantic Ocean,1.22,17.949806,-76.820278,2017
10183,Indian Ocean,0.009509,-35.31775,118.61052,2011
10177,Indian Ocean,0.0,-35.07265,127.23187,2011
12098,Indian Ocean,0.032069,5.7087,83.7122,2013
14511,Arctic Ocean,0.5,82.7728,18.8161,2016
14505,Arctic Ocean,0.0,87.6096,6.37678,2016
11849,Atlantic Ocean,0.127594,42.2428,8.5225,2010
9934,Pacific Ocean,0.0,34.376,133.238,2016
21495,Pacific Ocean,0.250694,31.995,138.001667,2014
14262,Atlantic Ocean,0.003574,57.743333,-2.615333,2019
14013,Atlantic Ocean,0.0,57.261167,-1.984,2014
10426,Atlantic Ocean,0.282678,37.729,12.335,2013
13088,Atlantic Ocean,0.542422,38.87,4.353333,2011
10432,Atlantic Ocean,1.768116,38.632,10.684,2013
14760,Indian Ocean,2.458333,22.34364,91.869161,2020
14754,Indian Ocean,1.625,22.378371,91.880612,2020
8760,Atlantic Ocean,0.019,30.187,-85.7308,2014
11949,Pacific Ocean,0.008872,-37.608,150.4028,2012
11955,Pacific Ocean,0.048233,-33.8659,152.0208,2012
10332,Atlantic Ocean,0.0,-14.28853,-0.90514,2016
10283,Indian Ocean,0.0,-17.04805,140.7775,2012
10326,Atlantic Ocean,0.0,-3.85484,-9.30984,2016
9791,Pacific Ocean,0.005,-2.3727,107.6495,2016
14113,Atlantic Ocean,0.0,56.01535,-4.871667,2017
14119,Atlantic Ocean,0.0,56.023167,-3.5375,2017
14654,Arctic Ocean,1.517451,77.648175,112.619233,2019
14660,Arctic Ocean,1.832621,76.683633,148.6706,2019
10818,Atlantic Ocean,2.036,41.465446,2.282388,2021
10824,Atlantic Ocean,3.243333,41.389383,2.203525,2021
12988,Atlantic Ocean,0.421108,47.89658,-9.026751,2020
12982,Atlantic Ocean,0.211942,44.364776,-21.876063,2020
10775,Atlantic Ocean,0.245333,42.377821,3.158952,2021
22277,Atlantic Ocean,0.078107,38.43987,-9.09325,2018
11316,Atlantic Ocean,0.089993,33.770319,10.253245,2019
9152,Atlantic Ocean,0.033,20.3775,-40.3907,2014
10277,Indian Ocean,0.0329,-12.26547,141.62913,2012
14611,Atlantic Ocean,2.5,0.956002,-15.556694,2015
14605,Atlantic Ocean,0.5,7.183664,-19.193286,2015
9785,Pacific Ocean,0.0,1.81,110.325,2015
11557,Atlantic Ocean,2.163984,-32.4768,-29.7142,2011
11806,Indian Ocean,0.178068,-24.0191,94.8233,2010
12049,Indian Ocean,0.0,-19.1099,117.718,2012
10134,Atlantic Ocean,63.0,57.3629,11.0655,2018
13721,Arctic Ocean,0.030121,64.0445,9.583167,2020
10967,Arctic Ocean,0.0,75.25803,127.23713,2019
14462,Arctic Ocean,7.5,80.9713,8.02501,2016
13970,Atlantic Ocean,0.012492,57.7,-5.844667,2014
14213,Atlantic Ocean,0.583215,56.198333,-4.753333,2018
13131,Atlantic Ocean,0.338094,36.99625,-0.63875,2013
11216,Atlantic Ocean,3.546349,42.2383,8.3221,2014
10724,Atlantic Ocean,0.190667,40.910469,0.833376,2021
21544,Pacific Ocean,0.007137,32.995,138.006667,2014
8803,Atlantic Ocean,0.005,32.2489,-64.8333,2014
9052,Atlantic Ocean,0.011,20.7311,-23.6322,2014
9393,Atlantic Ocean,0.001,26.4443,-82.0791,2015
10034,Atlantic Ocean,0.0,-37.3127,-12.662,2017
12198,Pacific Ocean,0.46,1.5,-90.5,2017
9985,Pacific Ocean,0.005,7.4795,-82.2342,2016
21936,Indian Ocean,0.213,8.493267,78.127822,2021
14313,Atlantic Ocean,0.020866,55.224167,-5.5325,2020
9444,Pacific Ocean,0.003,21.7932,-105.8398,2015
11116,Atlantic Ocean,0.96326,43.3125,7.035,2013
13329,Atlantic Ocean,0.018044,43.023,6.221333,2015
21444,Atlantic Ocean,0.249738,42.836583,10.46935,2018
14411,Atlantic Ocean,0.0,57.943833,-3.223,2022
14362,Atlantic Ocean,0.030151,58.579167,-6.222833,2021
13870,Atlantic Ocean,0.78763,38.259167,15.081667,2021
13772,Atlantic Ocean,0.498871,37.595333,15.204667,2021
11067,Atlantic Ocean,7.468237,31.8705,34.6625,2014
13231,Atlantic Ocean,0.125369,36.589733,-6.5741,2014
13821,Atlantic Ocean,0.251139,28.734,-13.83,2020
8903,Atlantic Ocean,0.046,25.6958,-16.8288,2014
8952,Atlantic Ocean,0.004,16.35,-31.3,2014
9493,Atlantic Ocean,0.018,16.46,-46.59,2014
9605,Pacific Ocean,0.006,-54.94,-69.154,2015
10198,Pacific Ocean,0.074271,-35.38805,150.84853,2012
11858,Pacific Ocean,0.015594,-33.6899,-72.0005,2011
11526,Atlantic Ocean,0.162885,-34.1586,4.8587,2010
13518,Indian Ocean,0.007885,-13.725667,47.795167,2018
9866,Pacific Ocean,0.001,-2.3293,140.0838,2015
14443,Atlantic Ocean,0.0,56.159833,-4.801667,2021
14111,Atlantic Ocean,0.0,55.9655,-4.787333,2017
13779,Atlantic Ocean,0.30879,40.012667,11.417333,2021
13186,Atlantic Ocean,14.137286,41.445167,4.416167,2014
13447,Atlantic Ocean,0.155531,45.795133,4.990917,2018
13850,Arctic Ocean,0.0,63.721167,-51.620167,2021
22269,Atlantic Ocean,0.23359,38.46124,-8.99428,2018
10862,Atlantic Ocean,0.266667,39.855,19.341,2015
11194,Atlantic Ocean,1.218947,35.7053,14.8884,2014
13115,Atlantic Ocean,0.956359,39.143,1.398667,2012
14775,Indian Ocean,2.770833,22.34364,91.869161,2020
21676,Pacific Ocean,8800.0,21.822173,108.551661,2017
21605,Pacific Ocean,0.049074,31.006667,133.003333,2014
9273,Atlantic Ocean,0.038,15.2898,-54.2092,2014
9534,Atlantic Ocean,0.016,18.0665,-35.9566,2014
9202,Atlantic Ocean,0.007,18.3,-48.1,2014
12190,Pacific Ocean,0.42,-1.5,-92.0,2017
21937,Indian Ocean,0.26,8.493267,78.127822,2021
8870,Pacific Ocean,0.015,7.0778,134.3083,2014
11549,Atlantic Ocean,1.084698,-29.9482,-20.712,2011
10221,Pacific Ocean,0.0,-23.21028,166.63518,2012
12096,Indian Ocean,0.0,-12.40386,130.1783,2013
13424,Atlantic Ocean,0.01334,4.146767,-27.815967,2017
21914,Indian Ocean,0.3,8.634072,78.117547,2021
13756,Atlantic Ocean,0.298631,45.336667,13.318833,2021
14420,Atlantic Ocean,0.040177,56.8385,-2.1295,2022
14088,Atlantic Ocean,0.120435,54.827167,-5.226333,2016
14205,Atlantic Ocean,0.102082,56.0425,-4.897,2018
11217,Atlantic Ocean,1.424415,41.7705,8.5923,2014
13092,Atlantic Ocean,0.543099,41.058333,8.106667,2011
10885,Atlantic Ocean,0.133333,37.5,25.4,2015
12213,Pacific Ocean,0.018033,40.000278,146.4975,2017
21582,Pacific Ocean,0.111959,32.001667,137.0,2014
11881,Atlantic Ocean,2.617408,33.0022,-41.2924,2013
13541,Atlantic Ocean,0.1275,37.74,-0.085,2018
13209,Atlantic Ocean,1.083789,35.447,-22.172667,2014
13873,Atlantic Ocean,0.34566,38.859333,15.936,2021
14752,Indian Ocean,1.145833,22.396006,91.887941,2020
21699,Pacific Ocean,1.562064,30.8,121.91,2020
8918,Atlantic Ocean,0.008,23.8871,-18.5837,2014
9557,Atlantic Ocean,0.019,25.6112,-18.863,2014
9889,Atlantic Ocean,0.0,30.5013,-86.4355,2016
22246,Atlantic Ocean,2.9,27.8493,-82.4314,2017
10152,Pacific Ocean,0.010849,-40.64098,155.8671,2011
11480,Atlantic Ocean,0.065628,-16.9837,-23.7325,2010
21891,Indian Ocean,0.235,8.816639,78.166639,2021
11148,Atlantic Ocean,0.470255,40.2678,9.6363,2014
10816,Atlantic Ocean,3.279333,41.465446,2.282388,2021
21559,Pacific Ocean,0.119665,33.33,133.666667,2014
11812,Atlantic Ocean,0.261157,43.6823,7.699,2010
9820,Atlantic Ocean,0.004,42.1,-35.3,2015
9156,Atlantic Ocean,0.028,21.0048,-31.766,2014
9488,Atlantic Ocean,0.001,21.2109,-27.4535,2014
22054,Atlantic Ocean,1000.0,27.9687,-82.5621,2017
22223,Atlantic Ocean,4.1,27.9185,-82.5379,2016
11503,Atlantic Ocean,0.03309,-31.8705,-20.748,2010
10175,Indian Ocean,0.0,-35.07215,127.26597,2011
12167,Pacific Ocean,0.5,-1.0,-82.0,2017
14466,Arctic Ocean,0.5,83.6607,13.752,2016
11835,Atlantic Ocean,0.477478,43.0758,6.384,2010
14134,Atlantic Ocean,0.028995,56.52,-1.589167,2018
13802,Atlantic Ocean,0.109254,36.956667,14.11,2021
10839,Atlantic Ocean,1.564667,41.373055,2.191604,2021
11171,Atlantic Ocean,0.251603,33.6858,34.7054,2014
21536,Pacific Ocean,0.010045,34.5,139.998333,2014
13163,Atlantic Ocean,0.467905,38.302483,-19.782367,2013
9511,Atlantic Ocean,0.021,24.5833,-21.65,2014
22077,Atlantic Ocean,0.0,27.9237,-82.4807,2016
22200,Atlantic Ocean,0.0,27.61,-82.7832,2017
9179,Atlantic Ocean,0.005,17.3463,-36.238,2014
21868,Indian Ocean,0.0233,9.0765,78.3651,2021
9843,Atlantic Ocean,0.005,26.4168,-80.0667,2016
10361,Atlantic Ocean,0.0,-56.974424,-27.869454,2017
10367,Atlantic Ocean,0.0,-48.986654,9.025014,2017
14280,Atlantic Ocean,0.0,55.306,-5.018833,2019
14274,Atlantic Ocean,0.014985,56.180667,-4.7815,2019
21436,Atlantic Ocean,0.0219,44.283333,9.01,2018
13610,Atlantic Ocean,0.023075,43.119667,6.3745,2019
14351,Atlantic Ocean,0.054027,56.724833,-6.3945,2021
10438,Atlantic Ocean,0.775194,38.19171,8.8,2013
11031,Atlantic Ocean,1.679375,32.983333,35.074333,2014
11025,Atlantic Ocean,4.827586,32.059167,34.748333,2014
13687,Atlantic Ocean,0.216508,40.972,-9.5495,2020
9033,Atlantic Ocean,0.013,23.8825,-21.5175,2014
9697,Atlantic Ocean,0.0,30.0571,-16.0405,2015
13023,Pacific Ocean,539.0,21.919061,113.383252,2018
22100,Atlantic Ocean,3000.0,27.8096,-82.446,2016
9774,Atlantic Ocean,0.001,15.3789,-61.4929,2016
9110,Atlantic Ocean,0.008,19.794,-39.0278,2014
10344,Indian Ocean,0.0,-49.12376,133.55554,2017
9680,Atlantic Ocean,0.001,-37.458,-55.868,2015
10338,Indian Ocean,0.0,-46.165,51.016,2016
8795,Atlantic Ocean,0.004,0.0,-42.0,2014
9797,Pacific Ocean,0.0,3.81,112.9183,2016
13633,Atlantic Ocean,0.031576,54.289083,11.604533,2019
11008,Atlantic Ocean,0.957363,32.152,34.783167,2013
13664,Atlantic Ocean,0.012198,42.8155,-9.423833,2018
11125,Atlantic Ocean,0.162905,43.4052,6.7653,2014
14297,Atlantic Ocean,0.0,56.366333,-2.746333,2019
12969,Atlantic Ocean,1.573654,32.822983,-37.958275,2020
10461,Atlantic Ocean,2.541296,38.324,9.303,2013
21459,Atlantic Ocean,0.03615,42.206833,9.704833,2018
11002,Atlantic Ocean,6.217617,32.840167,34.951833,2013
9016,Atlantic Ocean,0.018,26.3517,-18.7,2014
9133,Atlantic Ocean,0.005,21.5053,-36.7888,2014
9010,Atlantic Ocean,0.008,25.19,-18.6083,2014
22123,Atlantic Ocean,1000.0,27.897,-82.4382,2017
9459,Atlantic Ocean,0.006,19.38,-40.5,2014
10146,Pacific Ocean,0.002307,-39.31473,163.58022,2011
11572,Atlantic Ocean,0.693518,-35.1497,-47.8308,2011
10244,Pacific Ocean,0.016746,-26.28555,167.01447,2012
10315,Indian Ocean,0.040734,-21.82425,113.93932,2012
11741,Pacific Ocean,0.627065,33.2582,151.1831,2012
13733,Atlantic Ocean,0.02603,47.931167,-4.471167,2020
14397,Atlantic Ocean,0.042301,57.3255,-7.075333,2022
14228,Atlantic Ocean,0.012221,55.8365,-4.9605,2018
10979,Arctic Ocean,0.013499,67.2771,41.1985,2019
13564,Atlantic Ocean,0.035406,40.617633,-8.826117,2018
10908,Atlantic Ocean,0.133333,36.806,23.468,2019
21553,Pacific Ocean,0.129519,33.001667,133.501667,2014
9482,Atlantic Ocean,0.006,21.0185,-37.7999,2014
9064,Atlantic Ocean,0.015,21.318,-28.0175,2014
8987,Atlantic Ocean,0.003,26.7518,-18.3423,2014
13069,Pacific Ocean,1027.0,22.185837,113.699943,2018
22217,Atlantic Ocean,0.0,27.9976,-82.5863,2016
22146,Atlantic Ocean,0.0,27.6934,-82.5559,2016
12236,Pacific Ocean,0.06,15.03,175.0,2019
9651,Pacific Ocean,0.006,10.9357,-85.8666,2015
10169,Indian Ocean,0.013926,-36.05597,135.6867,2011
10292,Indian Ocean,0.051702,-18.98292,118.21145,2012
8841,Pacific Ocean,0.005,6.9933,134.3108,2014
21530,Pacific Ocean,0.22492,33.001667,140.995,2014
14251,Atlantic Ocean,0.003657,58.15,-3.4555,2019
14374,Atlantic Ocean,0.024933,55.884833,-2.0085,2021
13587,Atlantic Ocean,0.039775,38.489,-28.559167,2019
22292,Atlantic Ocean,0.411184,38.48294,-8.94286,2019
13710,Atlantic Ocean,0.10361,37.931667,12.177667,2020
10833,Atlantic Ocean,37.481333,41.373055,2.191604,2020
11054,Atlantic Ocean,27.177042,32.279667,34.825,2014
9628,Atlantic Ocean,0.002,41.6319,-71.4039,2015
13046,Pacific Ocean,1001.0,22.135883,113.936013,2018
9505,Atlantic Ocean,0.021,15.85,-35.6,2014
8964,Atlantic Ocean,0.003,17.3928,-32.9782,2014
9087,Atlantic Ocean,0.001,19.136,-96.1015,2014
9751,Atlantic Ocean,0.01,18.3167,-64.0,2016
