typeCode,freqCode,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,cmdCode,cmdDesc,isLeaf,customsDesc,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,2023,52,2023,72,BWA,Botswana,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,39684,FALSE,8,kg,39684,FALSE,59564,FALSE,0,FALSE,16512.465,,16512.465,0,FALSE,TRUE
C,A,2023,52,2023,72,BWA,Botswana,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,662472,FALSE,8,kg,623134,FALSE,1343473,FALSE,0,FALSE,,150469.453,150469.453,0,FALSE,TRUE
C,A,2023,52,2023,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,6885590,FALSE,8,kg,6885590,FALSE,6885590,FALSE,0,FALSE,4976272,4340557,4976272,0,FALSE,TRUE
C,A,2023,52,2023,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,6258075.379,TRUE,-1,N/A,0,FALSE,6245145.379,TRUE,0,FALSE,,2927075,2927075,6,FALSE,TRUE
C,A,2023,52,2023,84,BLZ,Belize,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,759901.5,FALSE,8,kg,759901.5,FALSE,759901.5,FALSE,0,FALSE,,31372.64,31372.64,0,FALSE,TRUE
C,A,2023,52,2023,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,5195.295,TRUE,-1,N/A,0,FALSE,5195.295,TRUE,0,FALSE,67217.162,,67217.162,6,FALSE,TRUE
C,A,2023,52,2023,96,BRN,Brunei Darussalam,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,7000,FALSE,8,kg,7000,FALSE,7000,FALSE,0,FALSE,,149.373,149.373,0,FALSE,TRUE
C,A,2023,52,2023,100,BGR,Bulgaria,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,14000234.663,,14000234.663,0,FALSE,TRUE
C,A,2023,52,2023,100,BGR,Bulgaria,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,5746444.156,5746444.156,0,FALSE,TRUE
C,A,2023,52,2023,104,MMR,Myanmar,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,13931248.345,TRUE,-1,N/A,0,FALSE,13931248.345,TRUE,0,FALSE,2807638.25,,2807638.25,6,FALSE,TRUE
C,A,2023,52,2023,104,MMR,Myanmar,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,8870596,FALSE,8,kg,8870596,FALSE,8870596,FALSE,0,FALSE,,3472621.918,3472621.918,0,FALSE,TRUE
C,A,2023,52,2023,116,KHM,Cambodia,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,134916.28,FALSE,8,kg,134916.28,FALSE,134916.28,FALSE,0,FALSE,394617.78,,394617.78,0,FALSE,TRUE
C,A,2023,52,2023,116,KHM,Cambodia,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,1226147,FALSE,8,kg,1226147,FALSE,1226147,FALSE,0,FALSE,,733019.05,733019.05,0,FALSE,TRUE
C,A,2023,52,2023,124,CAN,Canada,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,163001268.783,TRUE,-1,N/A,0,FALSE,163001268.783,TRUE,0,FALSE,,80301186.568,80301186.568,6,FALSE,TRUE
C,A,2023,52,2023,124,CAN,Canada,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,201779653.189,TRUE,-1,N/A,0,FALSE,201779653.189,TRUE,0,FALSE,,97671681.287,97671681.287,6,FALSE,TRUE
C,A,2023,52,2023,132,CPV,Cabo Verde,M,Import,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,518,FALSE,8,kg,518,FALSE,518,FALSE,0,FALSE,1896.279,1749.732,1896.279,0,FALSE,TRUE
C,A,2023,52,2023,144,LKA,Sri Lanka,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,4214238.6,FALSE,8,kg,4214238.6,FALSE,4214238.6,FALSE,0,FALSE,1656067.26,,1656067.26,0,FALSE,TRUE
C,A,2023,52,2023,144,LKA,Sri Lanka,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,320031.5,FALSE,8,kg,320031.5,FALSE,320031.5,FALSE,0,FALSE,,98547.668,98547.668,0,FALSE,TRUE
C,A,2023,52,2023,152,CHL,Chile,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,3004547.131,TRUE,-1,N/A,0,FALSE,3004547.131,TRUE,0,FALSE,2897699.855,2650988.549,2897699.855,6,FALSE,TRUE
C,A,2023,52,2023,152,CHL,Chile,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,5141339.83,5141339.83,0,FALSE,TRUE
C,A,2023,52,2023,156,CHN,China,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,83535541,FALSE,8,kg,83535541,FALSE,83535541,FALSE,0,FALSE,,57824820,57824820,0,FALSE,TRUE
C,A,2023,52,2023,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,3714114.61,FALSE,8,kg,3714114.61,FALSE,3714114.61,FALSE,0,FALSE,896616.03,732040.61,896616.03,0,FALSE,TRUE
C,A,2023,52,2023,170,COL,Colombia,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,4601167.1,FALSE,8,kg,4601167.1,FALSE,4601167.1,FALSE,0,FALSE,,2754230.44,2754230.44,0,FALSE,TRUE
C,A,2023,52,2023,188,CRI,Costa Rica,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,4655545.92,TRUE,-1,N/A,0,FALSE,4655545.92,TRUE,0,FALSE,2188657.72,,2188657.72,6,FALSE,TRUE
C,A,2023,52,2023,188,CRI,Costa Rica,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,6467715.4,FALSE,8,kg,6467715.4,FALSE,6467715.4,FALSE,0,FALSE,,2584504.39,2584504.39,0,FALSE,TRUE
C,A,2023,52,2023,191,HRV,Croatia,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,48652038.162,FALSE,8,kg,48652038.162,FALSE,48652038.162,FALSE,0,FALSE,12857242,,12857242,0,FALSE,TRUE
C,A,2023,52,2023,191,HRV,Croatia,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,41357295.569,FALSE,8,kg,41357295.569,FALSE,41357295.569,FALSE,0,FALSE,,10269092,10269092,0,FALSE,TRUE
C,A,2023,52,2023,196,CYP,Cyprus,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,4166563,FALSE,8,kg,4166563,FALSE,4166563,FALSE,0,FALSE,276331.171,,276331.171,0,FALSE,TRUE
C,A,2023,52,2023,196,CYP,Cyprus,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,10525714,FALSE,8,kg,10525714,FALSE,10525714,FALSE,0,FALSE,,2373063.484,2373063.484,0,FALSE,TRUE
C,A,2023,52,2023,203,CZE,Czechia,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,203853436.006,TRUE,-1,N/A,0,FALSE,203853436.006,TRUE,0,FALSE,26758706,26370015,26758706,6,FALSE,TRUE
C,A,2023,52,2023,203,CZE,Czechia,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,100265944.936,TRUE,-1,N/A,0,FALSE,100265944.936,TRUE,0,FALSE,,45412763,45412763,6,FALSE,TRUE
C,A,2023,52,2023,204,BEN,Benin,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,704717,FALSE,8,kg,704717,FALSE,704717,FALSE,0,FALSE,34711.167,,34711.167,0,FALSE,TRUE
C,A,2023,52,2023,204,BEN,Benin,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,40360,FALSE,8,kg,40360,FALSE,40360,FALSE,0,FALSE,,2802.246,2802.246,0,FALSE,TRUE
C,A,2023,52,2023,208,DNK,Denmark,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,172883829.967,TRUE,-1,N/A,0,FALSE,172883829.967,TRUE,0,FALSE,18265076.61,,18265076.61,6,FALSE,TRUE
C,A,2023,52,2023,208,DNK,Denmark,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,68476353.596,TRUE,-1,N/A,0,FALSE,68476353.596,TRUE,0,FALSE,,32668039.94,32668039.94,6,FALSE,TRUE
C,A,2023,52,2023,212,DMA,Dominica,M,Import,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,8.889,,8.889,0,FALSE,TRUE
C,A,2023,52,2023,214,DOM,Dominican Rep.,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,2737579.2,FALSE,8,kg,2737579.2,FALSE,2737579.2,FALSE,0,FALSE,1389748.694,,1389748.694,0,FALSE,TRUE
C,A,2023,52,2023,214,DOM,Dominican Rep.,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,25404427.74,FALSE,8,kg,25404427.74,FALSE,25404427.74,FALSE,0,FALSE,,10925281.333,10925281.333,0,FALSE,TRUE
C,A,2023,52,2023,218,ECU,Ecuador,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,2498.9,,2498.9,0,FALSE,TRUE
C,A,2023,52,2023,218,ECU,Ecuador,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,2583002.9,2583002.9,0,FALSE,TRUE
C,A,2023,52,2023,222,SLV,El Salvador,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,6857515.231,TRUE,-1,N/A,0,FALSE,6857515.231,TRUE,0,FALSE,5168587.69,,5168587.69,6,FALSE,TRUE
C,A,2023,52,2023,222,SLV,El Salvador,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,8648334.5,FALSE,8,kg,8648334.5,FALSE,8648334.5,FALSE,0,FALSE,,3446648,3446648,0,FALSE,TRUE
C,A,2023,52,2023,231,ETH,Ethiopia,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,4881635.2,FALSE,8,kg,4881635.2,FALSE,4881635.2,FALSE,0,FALSE,4025980.834,,4025980.834,0,FALSE,TRUE
C,A,2023,52,2023,231,ETH,Ethiopia,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,3160576.7,FALSE,8,kg,3160576.7,FALSE,3160576.7,FALSE,0,FALSE,,1449403.943,1449403.943,0,FALSE,TRUE
C,A,2023,52,2023,233,EST,Estonia,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,5415198.366,FALSE,8,kg,5415198.366,FALSE,5415198.366,FALSE,0,FALSE,2110512.73,,2110512.73,0,FALSE,TRUE
C,A,2023,52,2023,233,EST,Estonia,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,16031771.5,FALSE,8,kg,16031771.5,FALSE,16031771.5,FALSE,0,FALSE,,7728048.34,7728048.34,0,FALSE,TRUE
C,A,2023,52,2023,242,FJI,Fiji,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,2258,FALSE,8,kg,2258,FALSE,2258,FALSE,0,FALSE,1247.931,,1247.931,0,FALSE,TRUE
C,A,2023,52,2023,242,FJI,Fiji,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,632200,FALSE,8,kg,632200,FALSE,632200,FALSE,0,FALSE,,223939.557,223939.557,0,FALSE,TRUE
C,A,2023,52,2023,246,FIN,Finland,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,5488787.67,,5488787.67,0,FALSE,TRUE
C,A,2023,52,2023,246,FIN,Finland,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,11124743.568,11124743.568,0,FALSE,TRUE
C,A,2023,52,2023,251,FRA,France,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,111767229.852,TRUE,-1,N/A,0,FALSE,111767229.852,TRUE,0,FALSE,57566845.131,,57566845.131,6,FALSE,TRUE
C,A,2023,52,2023,251,FRA,France,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,131870636.417,131870636.417,0,FALSE,TRUE
C,A,2023,52,2023,262,DJI,Djibouti,M,Import,0,W00,World,0,W00,World,H3,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,2027460,FALSE,8,kg,2027460,FALSE,2027460,FALSE,0,FALSE,1295617.391,,1295617.391,0,FALSE,TRUE
C,A,2023,52,2023,262,DJI,Djibouti,X,Export,0,W00,World,0,W00,World,H3,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,2131050,FALSE,8,kg,2131050,FALSE,2131050,FALSE,0,FALSE,,1522174.67,1522174.67,0,FALSE,TRUE
C,A,2023,52,2023,266,GAB,Gabon,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,10000,FALSE,8,kg,10000,FALSE,10000,FALSE,0,FALSE,633.922,,633.922,0,FALSE,TRUE
C,A,2023,52,2023,266,GAB,Gabon,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,359553,FALSE,8,kg,359553,FALSE,359553,FALSE,0,FALSE,,40193.152,40193.152,0,FALSE,TRUE
C,A,2023,52,2023,268,GEO,Georgia,M,Import,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,362195.15,FALSE,8,kg,362195.15,FALSE,362195.15,FALSE,0,FALSE,115812.183,,115812.183,0,FALSE,TRUE
C,A,2023,52,2023,268,GEO,Georgia,X,Export,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,213616,FALSE,8,kg,213616,FALSE,213616,FALSE,0,FALSE,,91446.244,91446.244,0,FALSE,TRUE
C,A,2023,52,2023,270,GMB,Gambia,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,25370,FALSE,8,kg,25370,FALSE,25370,FALSE,0,FALSE,39817.648,,39817.648,0,FALSE,TRUE
C,A,2023,52,2023,276,DEU,Germany,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,179473187.902,,179473187.902,0,FALSE,TRUE
C,A,2023,52,2023,276,DEU,Germany,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,688067482.9,TRUE,-1,N/A,0,FALSE,688067482.9,TRUE,0,FALSE,,270461902.268,270461902.268,6,FALSE,TRUE
C,A,2023,52,2023,288,GHA,Ghana,M,Import,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,8,kg,5685188.243,FALSE,8509457.654,FALSE,0,FALSE,2311305.056,,2311305.056,0,FALSE,TRUE
C,A,2023,52,2023,288,GHA,Ghana,X,Export,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,8,kg,2141451.687,FALSE,4399172.7,FALSE,0,FALSE,,1738769.548,1738769.548,0,FALSE,TRUE
C,A,2023,52,2023,300,GRC,Greece,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,10024849.014,,10024849.014,0,FALSE,TRUE
C,A,2023,52,2023,300,GRC,Greece,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,17411085.784,17411085.784,0,FALSE,TRUE
C,A,2023,52,2023,308,GRD,Grenada,M,Import,0,W00,World,0,W00,World,H4,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,48,FALSE,8,kg,48,FALSE,48,FALSE,0,FALSE,904.445,,904.445,0,FALSE,TRUE
C,A,2023,52,2023,320,GTM,Guatemala,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,10321097,FALSE,8,kg,10321097,FALSE,10321097,FALSE,0,FALSE,5884991,,5884991,0,FALSE,TRUE
C,A,2023,52,2023,320,GTM,Guatemala,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,7608909,FALSE,8,kg,7608909,FALSE,7608909,FALSE,0,FALSE,,2147995,2147995,0,FALSE,TRUE
C,A,2023,52,2023,328,GUY,Guyana,M,Import,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,3,FALSE,5,u,3,FALSE,3,FALSE,0,FALSE,24.139,,24.139,0,FALSE,TRUE
C,A,2023,52,2023,328,GUY,Guyana,X,Export,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,20000,FALSE,5,u,20,FALSE,20000,FALSE,0,FALSE,,2999.998,2999.998,0,FALSE,TRUE
C,A,2023,52,2023,340,HND,Honduras,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,1117849.34,FALSE,8,kg,1117849.34,FALSE,1117849.34,FALSE,0,FALSE,556210.77,,556210.77,0,FALSE,TRUE
C,A,2023,52,2023,340,HND,Honduras,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,19039163.46,FALSE,8,kg,19039163.46,FALSE,19039163.46,FALSE,0,FALSE,,13777690.73,13777690.73,0,FALSE,TRUE
C,A,2023,52,2023,344,HKG,"China, Hong Kong SAR",M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,25277453,FALSE,8,kg,25277453,FALSE,25277453,FALSE,0,FALSE,10874925.071,,10874925.071,0,FALSE,TRUE
C,A,2023,52,2023,344,HKG,"China, Hong Kong SAR",X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,9728787,FALSE,8,kg,9728787,FALSE,9728787,FALSE,0,FALSE,,4342364.158,4342364.158,0,FALSE,TRUE
C,A,2023,52,2023,348,HUN,Hungary,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,4260578,,4260578,0,FALSE,TRUE
C,A,2023,52,2023,348,HUN,Hungary,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,9988216,9988216,0,FALSE,TRUE
C,A,2023,52,2023,352,ISL,Iceland,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,87.23,TRUE,-1,N/A,0,FALSE,87.23,TRUE,0,FALSE,3209.702,2881.248,3209.702,6,FALSE,TRUE
