typeCode,freqCode,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,cmdCode,cmdDesc,isLeaf,customsDesc,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,2023,52,2023,48,BHR,Bahrain,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,1329377.889,TRUE,-1,N/A,0,FALSE,1329377.889,TRUE,0,FALSE,552451.796,,552451.796,6,FALSE,TRUE
C,A,2023,52,2023,48,BHR,Bahrain,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,131395,131395,0,FALSE,TRUE
C,A,2023,52,2023,51,ARM,Armenia,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,163845.69,FALSE,8,kg,163845.69,FALSE,163845.69,FALSE,0,FALSE,25152.79,,25152.79,0,FALSE,TRUE
C,A,2023,52,2023,51,ARM,Armenia,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,235523,FALSE,8,kg,235523,FALSE,235523,FALSE,0,FALSE,,115793.1,115793.1,0,FALSE,TRUE
C,A,2023,52,2023,52,BRB,Barbados,M,Import,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,1961,FALSE,8,kg,1961,FALSE,1961,FALSE,0,FALSE,30367,,30367,0,FALSE,TRUE
C,A,2023,52,2023,52,BRB,Barbados,X,Export,0,W00,World,0,W00,World,H5,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,981500,FALSE,8,kg,981500,FALSE,981500,FALSE,0,FALSE,,497000,497000,0,FALSE,TRUE
C,A,2023,52,2023,56,BEL,Belgium,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,121760813.616,,121760813.616,0,FALSE,TRUE
C,A,2023,52,2023,56,BEL,Belgium,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,145034448.567,145034448.567,0,FALSE,TRUE
C,A,2023,52,2023,68,BOL,Bolivia (Plurinational State of),M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,370164.756,TRUE,-1,N/A,0,FALSE,,FALSE,0,FALSE,194179,156409,194179,2,FALSE,TRUE
C,A,2023,52,2023,68,BOL,Bolivia (Plurinational State of),X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,982895,FALSE,8,kg,982895,FALSE,982895,FALSE,990771,FALSE,,280104.68,280104.68,0,FALSE,TRUE
C,A,2023,52,2023,70,BIH,Bosnia Herzegovina,M,Import,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,1338276.527,TRUE,-1,N/A,0,FALSE,1338276.527,TRUE,0,FALSE,477320.643,,477320.643,6,FALSE,TRUE
C,A,2023,52,2023,70,BIH,Bosnia Herzegovina,X,Export,0,W00,World,0,W00,World,H6,HS,3915,"Waste, parings and scrap, of plastics",FALSE,TOTAL CPC,TOTAL MOT,8,kg,2043676,FALSE,8,kg,2043676,FALSE,2043676,FALSE,0,FALSE,,1056254.814,1056254.814,0,FALSE,TRUE
